"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21845","test_supremacy_automation","Test.ss_test","Tue Dec 31 17:02:41 IST 2024","passed","Tue Dec 31 17:03:03 IST 2024","","test_screenshot","",""
